Setting,data,seq_len,label_len,pred_len,e_layers,d_layers,factor,enc_in,dec_in,c_out,train/val/test,time emb,MSE,MAE,RMSE,MAPE,MSPE
2_2_sincos, Energy, 96, 48, 24, 2, 1,3,16,16,16,3.1.1,, 0.3724108934402466, 0.4066963791847229, 0.6102547645568848, 2.6578433513641357, 4191.16162109375
2_3_weather, Energy, 96, 48, 24, 2, 1,3,16,16,16,3.1.1,, 0.3866936266422272, 0.42180606722831726, 0.6218469738960266, 2.8240270614624023, 6492.26904296875
